resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,is_podium,qualy_position,q1,q2,q3,median_gap_leader,std_gap_leader,q1_sec,q2_sec,q3_sec,best_qualy_sec,qualy_delta_sec,year,round,prior_points,prior_position,prior_wins
18383,760,356,170,12,1.0,1,1,1,8.0,75,2:30:11.6,9011600,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,5,19.0,1,1.0
18384,760,475,66,6,7.0,2,2,2,6.5,75,+22.2,9033800,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,5,2.0,16,0.0
18385,760,360,170,16,8.0,3,3,3,4.5,75,+22.4,9034000,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,5,4.0,10,0.0
18386,760,501,66,8,3.0,4,4,4,3.0,74,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18387,760,427,170,18,4.0,5,5,5,2.0,74,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1959,5,4.0,8,0.0
18388,760,456,117,2,2.0,6,6,6,0.0,74,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1959,5,0.0,18,0.0
18389,760,418,170,14,5.0,7,7,7,0.0,73,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1959,5,4.0,9,0.0
18390,760,502,32,30,12.0,8,8,8,0.0,71,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18391,760,289,32,28,9.0,9,9,9,0.0,70,\N,\N,\N,\N,\N,\N,15,0,,,,,,,,,,,,1959,5,0.0,21,0.0
18392,760,505,169,48,16.0,10,10,10,0.0,70,\N,\N,\N,\N,\N,\N,15,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18393,760,481,170,58,21.0,11,11,11,0.0,69,\N,\N,\N,\N,\N,\N,16,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18394,760,569,170,52,23.0,12,12,12,0.0,69,\N,\N,\N,\N,\N,\N,16,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18395,760,549,169,46,18.0,13,13,13,0.0,69,\N,\N,\N,\N,\N,\N,16,0,,,,,,,,,,,,1959,5,0.0,40,0.0
18396,760,566,117,4,6.0,\N,R,14,0.0,69,\N,\N,\N,\N,\N,\N,80,0,,,,,,,,,,,,1959,5,0.0,36,0.0
18397,760,567,105,40,20.0,\N,R,15,0.0,57,\N,\N,\N,\N,\N,\N,3,0,,,,,,,,,,,,1959,5,0.0,28,0.0
18398,760,541,66,42,11.0,\N,R,16,0.0,53,\N,\N,\N,\N,\N,\N,20,0,,,,,,,,,,,,1959,5,0.0,17,0.0
18399,760,486,170,38,15.0,\N,R,17,0.0,39,\N,\N,\N,\N,\N,\N,6,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18400,760,347,66,10,10.0,\N,R,18,0.0,37,\N,\N,\N,\N,\N,\N,23,0,,,,,,,,,,,,1959,5,8.0,4,1.0
18401,760,437,167,22,13.0,\N,R,19,0.0,31,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,5,0.0,41,0.0
18402,760,478,167,24,19.0,\N,R,20,0.0,21,\N,\N,\N,\N,\N,\N,6,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18403,760,542,32,64,22.0,\N,R,21,0.0,19,\N,\N,\N,\N,\N,\N,25,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18404,760,484,101,36,14.0,\N,R,22,0.0,18,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18405,760,540,170,50,24.0,\N,R,23,0.0,17,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18406,760,479,118,20,17.0,\N,R,24,0.0,13,\N,\N,\N,\N,\N,\N,80,0,,,,,,,,,,,,1959,5,14.0,2,1.0
18407,760,465,170,54,0.0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18408,760,570,170,56,0.0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18409,760,387,123,60,0.0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18410,760,571,32,62,0.0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18411,760,401,170,44,0.0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18412,760,441,170,66,0.0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1959,5,0.0,20,0.0
18413,761,479,6,4,1.0,1,1,1,9.0,60,2:09:31.6,7771600,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,6,14.0,2,1.0
18414,761,364,6,6,3.0,2,2,2,6.0,60,+2.9,7774500,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,6,0.0,43,0.0
18415,761,403,6,5,6.0,3,3,3,4.0,60,+1:04.8,7836400,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,6,9.0,3,0.0
18416,761,427,170,8,12.0,4,4,4,3.0,59,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1959,6,6.0,9,0.0
18417,761,347,66,9,7.0,5,5,5,2.0,58,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1959,6,8.0,6,1.0
18418,761,437,167,18,15.0,6,6,6,0.0,56,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1959,6,0.0,45,0.0
18419,761,501,66,10,8.0,7,7,7,0.0,49,\N,\N,\N,\N,\N,\N,45,0,,,,,,,,,,,,1959,6,3.0,12,0.0
18420,761,360,170,2,9.0,\N,R,8,0.0,36,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,6,8.5,5,0.0
18421,761,478,66,11,11.0,\N,R,9,0.0,36,\N,\N,\N,\N,\N,\N,3,0,,,,,,,,,,,,1959,6,0.0,53,0.0
18422,761,418,170,3,5.0,\N,R,10,0.0,23,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1959,6,4.0,11,0.0
18423,761,356,170,1,4.0,\N,R,11,0.0,15,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,6,27.0,1,2.0
18424,761,289,32,16,10.0,\N,R,12,0.0,10,\N,\N,\N,\N,\N,\N,6,0,,,,,,,,,,,,1959,6,0.0,21,0.0
18425,761,404,32,15,13.0,\N,R,13,0.0,7,\N,\N,\N,\N,\N,\N,24,0,,,,,,,,,,,,1959,6,3.0,13,0.0
18426,761,477,6,17,14.0,\N,R,14,0.0,2,\N,\N,\N,\N,\N,\N,8,0,,,,,,,,,,,,1959,6,0.0,27,0.0
18427,761,475,170,7,2.0,\N,R,15,0.0,1,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,6,8.5,4,0.0
18428,762,475,170,4,1.0,1,1,1,9.0,62,2:11:55.41,7915410,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,7,8.5,6,0.0
18429,762,418,170,2,3.0,2,2,2,6.0,61,\N,\N,\N,\N,\N,\N,11,1,,,,,,,,,,,,1959,7,4.0,12,0.0
18430,762,364,6,16,6.0,3,3,3,4.0,61,\N,\N,\N,\N,\N,\N,11,1,,,,,,,,,,,,1959,7,6.0,9,0.0
18431,762,427,170,5,4.0,4,4,4,3.0,60,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1959,7,9.0,5,0.0
18432,762,501,66,6,9.0,5,5,5,2.0,59,\N,\N,\N,\N,\N,\N,13,0,,,,,,,,,,,,1959,7,3.0,13,0.0
18433,762,456,117,10,12.0,6,6,6,0.0,59,\N,\N,\N,\N,\N,\N,13,0,,,,,,,,,,,,1959,7,0.0,19,0.0
18434,762,541,66,8,11.0,7,7,7,0.0,59,\N,\N,\N,\N,\N,\N,13,0,,,,,,,,,,,,1959,7,0.0,20,0.0
18435,762,566,117,9,13.0,8,8,8,0.0,58,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1959,7,0.0,44,0.0
18436,762,479,6,14,10.0,9,9,9,0.0,57,\N,\N,\N,\N,\N,\N,15,0,,,,,,,,,,,,1959,7,23.0,2,2.0
18437,762,432,167,18,14.0,10,10,10,0.0,56,\N,\N,\N,\N,\N,\N,16,0,,,,,,,,,,,,1959,7,0.0,20,0.0
18438,762,360,170,3,8.0,\N,R,11,0.0,38,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,7,8.5,7,0.0
18439,762,356,170,1,2.0,\N,R,12,0.0,23,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,7,27.0,1,2.0
18440,762,347,66,7,5.0,\N,R,13,0.0,10,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1959,7,10.0,4,1.0
18441,762,403,6,15,7.0,\N,R,14,0.0,5,\N,\N,\N,\N,\N,\N,3,0,,,,,,,,,,,,1959,7,13.0,3,0.0
18442,762,289,32,11,15.0,\N,R,15,0.0,5,\N,\N,\N,\N,\N,\N,3,0,,,,,,,,,,,,1959,7,0.0,23,0.0
18443,762,404,32,12,16.0,\N,R,16,0.0,3,\N,\N,\N,\N,\N,\N,6,0,,,,,,,,,,,,1959,7,3.0,14,0.0
18444,763,475,170,14,1.0,1,1,1,8.0,72,2:04:05.4,7445400,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,8,17.5,3,1.0
18445,763,403,6,32,5.0,2,2,2,7.0,72,+46.7,7492100,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,8,13.0,4,0.0
18446,763,356,170,12,3.0,3,3,3,4.0,72,+1:12.5,7517900,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,8,27.0,1,2.0
18447,763,364,6,36,4.0,4,4,4,3.0,72,+1:19.6,7525000,\N,\N,\N,\N,1,0,,,,,,,,,,,,1959,8,10.0,8,0.0
18448,763,477,6,34,8.0,5,5,5,2.0,71,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1959,8,0.0,30,0.0
18449,763,482,6,38,6.0,6,6,6,0.0,71,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1959,8,3.0,16,0.0
18450,763,501,66,2,7.0,7,7,7,0.0,70,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1959,8,5.0,13,0.0
18451,763,347,66,6,11.0,8,8,8,0.0,70,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1959,8,10.0,6,1.0
18452,763,427,170,16,13.0,9,9,9,0.0,70,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1959,8,12.0,5,0.0
18453,763,566,117,26,19.0,10,10,10,0.0,70,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1959,8,0.0,25,0.0
18454,763,462,167,40,18.0,11,11,11,0.0,68,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1959,8,0.0,54,0.0
18455,763,483,170,10,12.0,12,12,12,0.0,68,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1959,8,0.0,26,0.0
18456,763,541,66,4,15.0,13,13,13,0.0,67,\N,\N,\N,\N,\N,\N,15,0,,,,,,,,,,,,1959,8,0.0,20,0.0
18457,763,437,167,42,16.0,14,14,14,0.0,67,\N,\N,\N,\N,\N,\N,15,0,,,,,,,,,,,,1959,8,0.0,21,0.0
18458,763,543,105,28,21.0,15,15,15,0.0,64,\N,\N,\N,\N,\N,\N,18,0,,,,,,,,,,,,1959,8,0.0,20,0.0
18459,763,456,117,24,17.0,\N,R,16,0.0,44,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1959,8,0.0,19,0.0
18460,763,360,170,8,9.0,\N,R,17,0.0,22,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1959,8,8.5,9,0.0
18461,763,486,167,22,12.0,\N,R,18,0.0,18,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1959,8,0.0,48,0.0
18462,763,404,32,20,14.0,\N,R,19,0.0,14,\N,\N,\N,\N,\N,\N,23,0,,,,,,,,,,,,1959,8,3.0,14,0.0
18463,763,289,32,18,10.0,\N,R,20,0.0,1,\N,\N,\N,\N,\N,\N,8,0,,,,,,,,,,,,1959,8,0.0,23,0.0
18464,763,479,6,30,2.0,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,8,0,,,,,,,,,,,,1959,8,23.0,2,2.0
18465,764,360,170,9,10.0,1,1,1,8.0,42,2:12:35.7,7955700,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,9,8.5,9,0.0
18466,764,427,170,6,5.0,2,2,2,7.0,42,+0.6,7956300,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,9,12.0,6,0.0
18467,764,479,6,2,4.0,3,3,3,4.0,42,+3:00.9,8136600,\N,\N,\N,\N,1,1,,,,,,,,,,,,1959,9,23.0,3,2.0
18468,764,356,170,8,2.0,4,4,4,3.0,42,+4:57.3,8253000,\N,\N,\N,\N,1,0,,,,,,,,,,,,1959,9,31.0,1,2.0
18469,764,404,32,10,9.0,5,5,5,2.0,39,\N,\N,\N,\N,\N,\N,13,0,,,,,,,,,,,,1959,9,3.0,15,0.0
18470,764,476,6,4,6.0,6,6,6,0.0,38,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1959,9,0.0,48,0.0
18471,764,572,95,17,16.0,7,7,7,0.0,38,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1959,9,0.0,20,0.0
18472,764,477,6,3,11.0,\N,R,8,0.0,23,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,9,2.0,17,0.0
18473,764,456,167,12,11.0,\N,R,9,0.0,23,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,9,0.0,20,0.0
18474,764,449,113,1,19.0,\N,R,10,0.0,20,\N,\N,\N,\N,\N,\N,8,0,,,,,,,,,,,,1959,9,8.0,10,1.0
18475,764,573,168,14,14.0,\N,R,11,0.0,13,\N,\N,\N,\N,\N,\N,23,0,,,,,,,,,,,,1959,9,0.0,20,0.0
18476,764,403,6,5,8.0,\N,R,12,0.0,8,\N,\N,\N,\N,\N,\N,8,0,,,,,,,,,,,,1959,9,20.0,4,0.0
18477,764,567,124,15,17.0,\N,R,13,0.0,6,\N,\N,\N,\N,\N,\N,44,0,,,,,,,,,,,,1959,9,0.0,32,0.0
18478,764,475,170,7,1.0,\N,R,14,0.0,5,\N,\N,\N,\N,\N,\N,7,0,,,,,,,,,,,,1959,9,25.5,2,2.0
18479,764,501,170,19,3.0,\N,R,15,0.0,5,\N,\N,\N,\N,\N,\N,8,0,,,,,,,,,,,,1959,9,5.0,13,0.0
18480,764,574,169,16,15.0,\N,R,16,0.0,5,\N,\N,\N,\N,\N,\N,25,0,,,,,,,,,,,,1959,9,0.0,20,0.0
18481,764,502,32,11,12.0,\N,R,17,0.0,2,\N,\N,\N,\N,\N,\N,8,0,,,,,,,,,,,,1959,9,0.0,29,0.0
18482,764,575,125,18,13.0,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,3,0,,,,,,,,,,,,1959,9,0.0,20,0.0
18483,764,576,105,22,0.0,\N,W,19,0.0,0,\N,\N,\N,\N,\N,\N,54,0,,,,,,,,,,,,1959,9,0.0,20,0.0
18484,765,475,87,14,7.0,1,1,1,8.0,80,2:19:33.7,8373700,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,1,0.0,20,0.0
18485,765,577,6,16,5.0,2,2,2,6.0,80,+2.7,8376400,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,1,0.0,20,0.0
18486,765,578,6,20,2.0,3,3,3,4.0,80,+12.6,8386300,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,1,0.0,20,0.0
18487,765,579,105,2,1.0,4,4,4,4.0,80,+53.0,8426700,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,1,0.0,20,0.0
18488,765,554,105,4,4.0,5,5,5,2.0,78,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1958,1,0.0,20,0.0
18489,765,501,105,8,8.0,6,6,6,0.0,77,\N,\N,\N,\N,\N,\N,13,0,,,,,,,,,,,,1958,1,0.0,20,0.0
18490,765,496,105,6,6.0,7,7,7,0.0,76,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1958,1,0.0,20,0.0
18491,765,580,105,10,9.0,8,8,8,0.0,75,\N,\N,\N,\N,\N,\N,15,0,,,,,,,,,,,,1958,1,0.0,20,0.0
18492,765,547,105,12,10.0,9,9,9,0.0,71,\N,\N,\N,\N,\N,\N,19,0,,,,,,,,,,,,1958,1,0.0,20,0.0
18493,765,581,6,18,3.0,\N,R,10,0.0,0,\N,\N,\N,\N,\N,\N,86,0,,,,,,,,,,,,1958,1,0.0,20,0.0
18494,766,427,87,20,5.0,1,1,1,8.0,100,2:52:27.9,10347900,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,2,0.0,20,0.0
18495,766,577,6,34,10.0,2,2,2,6.0,100,+20.2,10368100,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,2,6.0,2,0.0
18496,766,581,6,36,9.0,3,3,3,4.0,100,+38.8,10386700,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,2,0.0,10,0.0
18497,766,356,87,16,3.0,4,4,4,3.0,97,\N,\N,\N,\N,\N,\N,13,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18498,766,501,66,8,12.0,5,5,5,2.0,91,\N,\N,\N,\N,\N,\N,19,0,,,,,,,,,,,,1958,2,0.0,6,0.0
18499,766,477,32,24,13.0,6,6,6,0.0,87,\N,\N,\N,\N,\N,\N,53,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18500,766,476,6,40,11.0,\N,R,7,0.0,91,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18501,766,347,105,58,16.0,\N,R,8,0.0,71,\N,\N,\N,\N,\N,\N,3,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18502,766,289,32,26,15.0,\N,R,9,0.0,69,\N,\N,\N,\N,\N,\N,86,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18503,766,456,87,18,4.0,\N,R,10,0.0,56,\N,\N,\N,\N,\N,\N,6,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18504,766,578,6,38,6.0,\N,R,11,1.0,47,\N,\N,\N,\N,\N,\N,48,0,,,,,,,,,,,,1958,2,4.0,3,0.0
18505,766,475,118,28,8.0,\N,R,12,0.0,38,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1958,2,8.0,1,1.0
18506,766,554,66,6,2.0,\N,R,13,0.0,29,\N,\N,\N,\N,\N,\N,23,0,,,,,,,,,,,,1958,2,2.0,5,0.0
18507,766,483,105,46,14.0,\N,R,14,0.0,28,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18508,766,479,118,30,1.0,\N,R,15,0.0,22,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18509,766,590,118,32,7.0,\N,R,16,0.0,11,\N,\N,\N,\N,\N,\N,25,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18510,766,541,87,22,0.0,\N,F,17,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18511,766,582,105,50,0.0,\N,F,18,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18512,766,583,105,48,0.0,\N,F,19,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18513,766,584,125,12,0.0,\N,F,20,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18514,766,585,125,14,0.0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18515,766,551,105,44,0.0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18516,766,553,105,56,0.0,\N,F,23,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18517,766,543,127,52,0.0,\N,F,24,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18518,766,586,127,54,0.0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18519,766,547,105,42,0.0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,9,0.0
18520,766,541,66,10,0.0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18521,766,587,125,12,0.0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18522,766,588,105,50,0.0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18523,766,589,105,56,0.0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,20,0.0
18524,766,580,105,4,0.0,\N,F,31,0.0,0,\N,\N,\N,\N,\N,\N,81,0,,,,,,,,,,,,1958,2,0.0,8,0.0
18525,767,475,118,1,2.0,1,1,1,9.0,75,2:04:49.2,7489200,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,3,8.0,2,1.0
18526,767,501,66,15,7.0,2,2,2,6.0,75,+47.9,7537100,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,3,2.0,8,0.0
18527,767,554,66,14,4.0,3,3,3,4.0,75,+1:42.3,7591500,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,3,2.0,9,0.0
18528,767,456,87,7,9.0,4,4,4,3.0,74,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1958,3,0.0,17,0.0
18529,767,578,6,5,6.0,5,5,5,2.0,74,\N,\N,\N,\N,\N,\N,11,0,,,,,,,,,,,,1958,3,5.0,4,0.0
18530,767,477,32,17,11.0,6,6,6,0.0,73,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1958,3,0.0,10,0.0
18531,767,577,6,6,12.0,7,7,7,0.0,73,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1958,3,12.0,1,0.0
18532,767,356,87,8,5.0,8,8,8,0.0,73,\N,\N,\N,\N,\N,\N,12,0,,,,,,,,,,,,1958,3,3.0,7,0.0
18533,767,427,87,9,8.0,9,9,9,0.0,72,\N,\N,\N,\N,\N,\N,13,0,,,,,,,,,,,,1958,3,8.0,3,1.0
18534,767,347,105,11,15.0,10,10,10,0.0,71,\N,\N,\N,\N,\N,\N,14,0,,,,,,,,,,,,1958,3,0.0,15,0.0
18535,767,430,95,18,17.0,11,11,11,0.0,69,\N,\N,\N,\N,\N,\N,16,0,,,,,,,,,,,,1958,3,0.0,20,0.0
18536,767,483,105,10,16.0,\N,R,12,0.0,52,\N,\N,\N,\N,\N,\N,86,0,,,,,,,,,,,,1958,3,0.0,18,0.0
18537,767,590,118,3,1.0,\N,R,13,0.0,46,\N,\N,\N,\N,\N,\N,5,0,,,,,,,,,,,,1958,3,0.0,20,0.0
18538,767,289,32,16,13.0,\N,R,14,0.0,40,\N,\N,\N,\N,\N,\N,25,0,,,,,,,,,,,,1958,3,0.0,16,0.0
18539,767,581,6,4,10.0,\N,R,15,0.0,32,\N,\N,\N,\N,\N,\N,6,0,,,,,,,,,,,,1958,3,4.0,5,0.0
18540,767,418,105,12,14.0,\N,R,16,0.0,16,\N,\N,\N,\N,\N,\N,48,0,,,,,,,,,,,,1958,3,0.0,20,0.0
18541,767,479,118,2,3.0,\N,R,17,0.0,13,\N,\N,\N,\N,\N,\N,86,0,,,,,,,,,,,,1958,3,0.0,19,0.0
18542,767,547,105,12,0.0,\N,W,18,0.0,0,\N,\N,\N,\N,\N,\N,54,0,,,,,,,,,,,,1958,3,0.0,13,0.0
18543,768,525,108,1,7.0,1,1,1,8.0,200,3:44:13.80,13453800,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,4,0.0,20,0.0
18544,768,591,108,99,25.0,2,2,2,6.0,200,+27.63,13481430,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,4,0.0,20,0.0
18545,768,533,113,9,8.0,3,3,3,4.0,200,+1:09.67,13523470,\N,\N,\N,\N,1,1,,,,,,,,,,,,1958,4,0.0,20,0.0
18546,768,529,108,33,9.0,4,4,4,4.0,200,+1:34.81,13548610,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18547,768,509,108,2,20.0,5,5,5,2.0,200,+1:35.62,13549420,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18548,768,592,107,16,3.0,6,6,6,0.0,200,+2:16.95,13590750,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18549,768,528,109,26,13.0,7,7,7,0.0,200,+2:21.06,13594860,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18550,768,564,107,44,19.0,8,8,8,0.0,200,+5:34.02,13787820,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18551,768,513,113,61,26.0,9,9,9,0.0,200,+6:15.76,13829560,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18552,768,560,113,54,33.0,10,10,10,0.0,200,+8:03.59,13937390,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18553,768,558,113,52,21.0,11,11,11,0.0,200,+9:14.20,14008000,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18554,768,593,113,45,6.0,12,12,12,0.0,200,+9:40.85,14034650,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18555,768,594,114,19,30.0,13,13,13,0.0,200,+9:52.24,14046040,\N,\N,\N,\N,1,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18556,768,516,113,65,17.0,\N,R,14,0.0,189,\N,\N,\N,\N,\N,\N,20,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18557,768,539,114,59,32.0,\N,R,15,0.0,151,\N,\N,\N,\N,\N,\N,42,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18558,768,531,114,29,12.0,\N,R,16,0.0,148,\N,\N,\N,\N,\N,\N,20,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18559,768,565,113,77,31.0,\N,D,17,0.0,136,\N,\N,\N,\N,\N,\N,2,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18560,768,555,113,15,14.0,\N,R,18,0.0,122,\N,\N,\N,\N,\N,\N,37,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18561,768,523,113,83,23.0,\N,R,19,0.0,116,\N,\N,\N,\N,\N,\N,23,0,,,,,,,,,,,,1958,4,0.0,20,0.0
18562,768,449,110,8,11.0,\N,R,20,0.0,93,\N,\N,\N,\N,\N,\N,121,0,,,,,,,,,,,,1958,4,0.0,20,0.0
