resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,is_podium,qualy_position,q1,q2,q3,median_gap_leader,std_gap_leader,q1_sec,q2_sec,q3_sec,best_qualy_sec,qualy_delta_sec,year,round,prior_points,prior_position,prior_wins
1,18,1,1,22,1.0,1,1,1,10.0,58,1:34:50.616,5690616,39,2,1:27.452,218.3,1,1,1.0,1:26.572,1:25.187,1:26.714,0.0,4501.921236306432,86.572,85.187,86.714,85.187,0.0,2008,1,0.0,20,0.0
2,18,2,2,3,5.0,2,2,2,8.0,58,+5.478,5696094,41,3,1:27.739,217.586,1,1,5.0,1:25.960,1:25.518,1:27.236,699.5,6038.511400757979,85.96000000000001,85.518,87.236,85.518,0.33100000000000307,2008,1,0.0,20,0.0
3,18,3,3,7,7.0,3,3,3,6.0,58,+8.163,5698779,41,5,1:28.090,216.719,1,1,7.0,1:26.295,1:26.059,1:28.687,1051.0,6844.596571586063,86.295,86.059,88.687,86.059,0.8719999999999999,2008,1,0.0,20,0.0
4,18,4,4,5,11.0,4,4,4,5.0,58,+17.181,5707797,58,7,1:28.603,215.464,1,0,12.0,1:26.907,1:26.188,,2131.0,6822.104962020532,86.907,86.188,,86.188,1.0010000000000048,2008,1,0.0,20,0.0
5,18,5,1,23,3.0,5,5,5,4.0,58,+18.014,5708630,43,1,1:27.418,218.385,1,0,3.0,1:25.664,1:25.452,1:27.079,665.0,6044.163884067942,85.664,85.452,87.07900000000001,85.452,0.26500000000000057,2008,1,0.0,20,0.0
6,18,6,3,8,13.0,6,6,6,3.0,57,\N,\N,50,14,1:29.639,212.974,11,0,14.0,1:26.891,1:26.413,,3097.0,12978.361785959085,86.89099999999999,86.413,,86.413,1.225999999999999,2008,1,0.0,20,0.0
7,18,7,5,14,17.0,7,7,7,2.0,55,\N,\N,54,8,1:29.534,213.224,5,0,18.0,1:27.446,,,2752.0,10876.045173259185,87.446,,,87.446,2.2590000000000003,2008,1,0.0,20,0.0
8,18,8,6,1,15.0,8,8,8,1.0,53,\N,\N,20,4,1:27.903,217.18,5,0,16.0,1:26.140,,,1671.0,10641.854921376924,86.14,,,86.14,0.953000000000003,2008,1,0.0,20,0.0
9,18,9,2,4,2.0,\N,R,9,0.0,47,\N,\N,15,9,1:28.753,215.1,4,0,2.0,1:26.103,1:25.315,1:26.869,1274.0,7608.523375504386,86.10300000000001,85.315,86.869,85.315,0.1280000000000001,2008,1,0.0,20,0.0
10,18,10,7,12,18.0,\N,R,10,0.0,43,\N,\N,23,13,1:29.558,213.166,3,0,9.0,1:26.919,1:26.164,1:29.593,3159.0,6412.250774711261,86.919,86.164,89.593,86.164,0.9770000000000039,2008,1,0.0,20,0.0
11,18,11,8,18,19.0,\N,R,11,0.0,32,\N,\N,24,15,1:30.892,210.038,7,0,20.0,1:28.208,,,3612.5,17043.77835871282,88.208,,,88.208,3.021000000000001,2008,1,0.0,20,0.0
12,18,12,4,6,20.0,\N,R,12,0.0,30,\N,\N,20,16,1:31.384,208.907,8,0,21.0,1:28.330,,,4287.5,11366.524645015606,88.33,,,88.33,3.1430000000000007,2008,1,0.0,20,0.0
13,18,13,6,2,4.0,\N,R,13,0.0,29,\N,\N,23,6,1:28.175,216.51,5,0,4.0,1:25.994,1:25.691,1:27.178,1645.0,9482.039645426421,85.994,85.691,87.178,85.691,0.5040000000000049,2008,1,0.0,20,0.0
14,18,14,9,9,8.0,\N,R,14,0.0,25,\N,\N,21,11,1:29.502,213.3,4,0,8.0,1:26.381,1:26.063,1:29.041,2181.0,4482.117170861705,86.381,86.063,89.041,86.063,0.8760000000000048,2008,1,0.0,20,0.0
15,18,15,7,11,6.0,\N,R,15,0.0,19,\N,\N,18,10,1:29.310,213.758,10,0,6.0,1:26.427,1:26.101,1:28.527,1782.0,1299.4005230483192,86.42699999999999,86.101,88.527,86.101,0.9140000000000015,2008,1,0.0,20,0.0
16,18,16,10,20,22.0,\N,R,16,0.0,8,\N,\N,8,17,1:32.021,207.461,9,0,19.0,1:27.859,,,4294.5,4940.694969912055,87.85900000000001,,,87.85900000000001,2.6720000000000113,2008,1,0.0,20,0.0
17,18,17,9,10,14.0,\N,R,17,0.0,0,\N,\N,\N,\N,\N,\N,4,0,15.0,1:26.914,,,,,86.914,,,86.914,1.7270000000000039,2008,1,0.0,20,0.0
18,18,18,11,16,12.0,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,4,0,13.0,1:26.712,1:26.259,,,,86.712,86.259,,86.259,1.0720000000000027,2008,1,0.0,20,0.0
19,18,19,8,19,21.0,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,4,0,22.0,1:29.059,,,,,89.059,,,89.059,3.872,2008,1,0.0,20,0.0
20,18,20,5,15,9.0,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4,0,10.0,1:26.702,1:25.842,,,,86.702,85.842,,85.842,0.6550000000000011,2008,1,0.0,20,0.0
21,18,21,10,21,16.0,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,4,0,17.0,1:27.207,,,,,87.207,,,87.207,2.019999999999996,2008,1,0.0,20,0.0
22,18,22,11,17,10.0,\N,D,22,0.0,58,\N,\N,44,8,1:28.736,215.141,2,0,11.0,1:26.369,1:26.173,,1938.0,6253.560588414441,86.369,86.173,,86.173,0.9860000000000042,2008,1,0.0,20,0.0
23,19,8,6,1,2.0,1,1,1,10.0,56,1:31:18.555,5478555,37,2,1:35.405,209.158,1,1,2.0,1:35.645,1:34.188,1:36.230,0.0,4990.683334910225,95.64500000000001,94.188,96.22999999999999,94.188,0.0,2008,2,1.0,8,0.0
24,19,9,2,4,4.0,2,2,2,8.0,56,+19.570,5498125,39,6,1:35.921,208.033,1,1,6.0,1:35.794,1:34.811,1:36.727,552.0,4763.420743459555,95.794,94.811,96.727,94.811,0.6230000000000047,2008,2,0.0,20,0.0
25,19,5,1,23,8.0,3,3,3,6.0,56,+38.450,5517005,19,7,1:35.922,208.031,1,1,3.0,1:35.227,1:34.759,1:36.613,845.5,4766.6642222619585,95.227,94.759,96.613,94.759,0.570999999999998,2008,2,4.0,5,0.0
26,19,15,7,11,3.0,4,4,4,5.0,56,+45.832,5524387,53,8,1:36.068,207.715,1,0,5.0,1:35.205,1:34.960,1:36.711,908.5,5050.093474125265,95.205,94.96000000000001,96.711,94.96000000000001,0.7720000000000056,2008,2,0.0,20,0.0
27,19,1,1,22,9.0,5,5,5,4.0,56,+46.548,5525103,53,3,1:35.462,209.033,1,0,4.0,1:35.392,1:34.627,1:36.709,1024.0,6266.689181489904,95.392,94.62700000000001,96.709,94.62700000000001,0.43900000000000716,2008,2,10.0,1,1.0
28,19,2,2,3,5.0,6,6,6,3.0,56,+49.833,5528388,55,1,1:35.366,209.244,1,0,7.0,1:35.729,1:34.648,1:36.753,969.5,4768.554960914232,95.729,94.648,96.753,94.648,0.45999999999999375,2008,2,8.0,2,0.0
29,19,17,9,10,6.0,7,7,7,2.0,56,+68.130,5546685,53,12,1:36.696,206.366,1,0,8.0,1:35.440,1:34.967,1:37.009,1259.5,5229.459289672083,95.44,94.967,97.009,94.967,0.7789999999999964,2008,2,0.0,20,0.0
30,19,4,4,5,7.0,8,8,8,1.0,56,+70.041,5548596,40,10,1:36.288,207.24,1,0,9.0,1:35.983,1:35.140,1:38.450,1315.5,5042.783319761512,95.983,95.14,98.45,95.14,0.9519999999999982,2008,2,5.0,4,0.0
31,19,14,9,9,12.0,9,9,9,0.0,56,+76.220,5554775,55,9,1:36.206,207.417,1,0,12.0,1:36.058,1:35.408,,1634.5,5029.093004255791,96.05799999999999,95.408,,95.408,1.2199999999999989,2008,2,0.0,20,0.0
32,19,18,11,16,11.0,10,10,10,0.0,56,+86.214,5564769,56,4,1:35.715,208.481,1,0,11.0,1:35.847,1:35.208,,1579.5,4896.336900597818,95.84700000000001,95.208,,95.208,1.019999999999996,2008,2,0.0,20,0.0
33,19,12,4,6,13.0,11,11,11,0.0,56,+92.202,5570757,52,15,1:36.956,205.812,1,0,13.0,1:36.074,1:35.562,,1437.0,4940.196420197265,96.074,95.562,,95.562,1.3739999999999952,2008,2,0.0,20,0.0
34,19,21,10,21,17.0,12,12,12,0.0,55,\N,\N,52,16,1:36.962,205.8,11,0,17.0,1:36.240,,,2356.0,4958.0827427042495,96.24000000000001,,,96.24000000000001,2.0520000000000067,2008,2,0.0,20,0.0
35,19,22,11,17,14.0,13,13,13,0.0,55,\N,\N,55,11,1:36.693,206.372,11,0,14.0,1:36.198,1:35.622,,2121.0,5274.695313012671,96.19800000000001,95.622,,95.622,1.4339999999999975,2008,2,0.0,20,0.0
36,19,3,3,7,16.0,14,14,14,0.0,55,\N,\N,55,13,1:36.782,206.182,11,0,16.0,1:35.843,1:35.670,,2114.0,6864.444740885703,95.843,95.67,,95.67,1.4819999999999993,2008,2,6.0,3,0.0
37,19,19,8,19,21.0,15,15,15,0.0,55,\N,\N,55,18,1:38.171,203.265,11,0,22.0,1:37.481,,,3235.0,5148.591733707775,97.481,,,97.481,3.292999999999992,2008,2,0.0,20,0.0
38,19,11,8,18,19.0,16,16,16,0.0,54,\N,\N,53,19,1:38.504,202.578,12,0,20.0,1:37.087,,,3492.5,5382.745568188399,97.087,,,97.087,2.899000000000001,2008,2,0.0,20,0.0
39,19,6,3,8,22.0,17,17,17,0.0,54,\N,\N,19,17,1:37.711,204.222,12,0,18.0,1:36.388,,,3002.5,7416.7451379967615,96.388,,,96.388,2.200000000000003,2008,2,3.0,6,0.0
40,19,20,5,15,15.0,\N,R,18,0.0,39,\N,\N,37,14,1:36.870,205.995,5,0,15.0,1:36.111,1:35.648,,2080.0,4498.703063368562,96.11099999999999,95.648,,95.648,1.4599999999999937,2008,2,0.0,20,0.0
41,19,13,6,2,1.0,\N,R,19,0.0,30,\N,\N,15,5,1:35.914,208.048,20,0,1.0,1:35.347,1:34.412,1:35.748,0.0,4476.417434157318,95.34700000000001,94.412,95.74799999999999,94.412,0.22400000000000375,2008,2,0.0,20,0.0
42,19,16,10,20,20.0,\N,R,20,0.0,5,\N,\N,3,20,1:40.330,198.891,9,0,21.0,1:37.101,,,3386.0,3893.113252912122,97.101,,,97.101,2.9129999999999967,2008,2,0.0,20,0.0
43,19,10,7,12,10.0,\N,R,21,0.0,1,\N,\N,\N,\N,\N,\N,4,0,10.0,1:35.891,1:35.000,1:39.656,67486.0,0.0,95.89099999999999,95.0,99.656,95.0,0.8119999999999976,2008,2,0.0,20,0.0
44,19,7,5,14,18.0,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,20,0,19.0,1:36.677,,,,,96.67699999999999,,,96.67699999999999,2.48899999999999,2008,2,2.0,7,0.0
45,20,13,6,2,2.0,1,1,1,10.0,57,1:31:06.970,5466970,38,3,1:33.600,208.153,1,1,2.0,1:31.937,1:31.188,1:33.123,0.0,3654.4038574380565,91.937,91.188,93.12299999999999,91.188,0.0,2008,3,0.0,20,0.0
46,20,8,6,1,4.0,2,2,2,8.0,57,+3.339,5470309,35,4,1:33.709,207.911,1,1,4.0,1:32.652,1:31.933,1:33.418,76.0,6069.7936097459105,92.652,91.93299999999999,93.418,91.93299999999999,0.7449999999999903,2008,3,11.0,2,1.0
47,20,9,2,4,1.0,3,3,3,6.0,57,+4.998,5471968,55,5,1:33.775,207.765,1,1,1.0,1:32.893,1:31.745,1:33.096,77.0,6400.57690573205,92.893,91.745,93.096,91.745,0.5570000000000022,2008,3,8.0,5,0.0
48,20,2,2,3,6.0,4,4,4,5.0,57,+8.409,5475379,48,2,1:33.565,208.231,1,0,6.0,1:33.137,1:31.909,1:33.737,361.0,3178.887373430741,93.137,91.90899999999999,93.737,91.90899999999999,0.7209999999999894,2008,3,11.0,3,0.0
49,20,5,1,23,5.0,5,5,5,4.0,57,+26.789,5493759,49,1,1:33.193,209.062,1,0,5.0,1:33.057,1:31.718,1:33.488,692.0,3374.732569465843,93.057,91.718,93.488,91.718,0.5300000000000011,2008,3,10.0,4,0.0
50,20,15,7,11,7.0,6,6,6,3.0,57,+41.314,5508284,45,7,1:34.204,206.819,1,0,7.0,1:32.493,1:32.159,1:33.994,770.0,5992.3165657310565,92.493,92.15899999999999,93.994,92.15899999999999,0.9709999999999894,2008,3,5.0,8,0.0
51,20,17,9,10,11.0,7,7,7,2.0,57,+45.473,5512443,51,8,1:34.305,206.597,1,0,11.0,1:33.194,1:32.371,,848.0,6075.717547121987,93.194,92.37100000000001,,92.37100000000001,1.183000000000007,2008,3,2.0,11,0.0
52,20,3,3,7,8.0,8,8,8,1.0,57,+55.889,5522859,57,6,1:34.072,207.109,1,0,8.0,1:32.903,1:32.185,1:34.015,1048.0,6127.635989018097,92.90299999999999,92.185,94.015,92.185,0.9969999999999999,2008,3,6.0,6,0.0
53,20,10,7,12,13.0,9,9,9,0.0,57,+69.500,5536470,56,9,1:34.807,205.503,1,0,13.0,1:32.800,1:32.528,,1360.0,6098.094779815169,92.8,92.52799999999999,,92.52799999999999,1.3399999999999892,2008,3,0.0,20,0.0
54,20,4,4,5,10.0,10,10,10,0.0,57,+77.181,5544151,35,13,1:35.194,204.668,1,0,10.0,1:32.947,1:32.345,1:35.115,1363.0,6081.011596310367,92.947,92.345,95.11500000000001,92.345,1.1569999999999965,2008,3,6.0,7,0.0
55,20,22,11,17,12.0,11,11,11,0.0,57,+77.862,5544832,40,10,1:34.855,205.399,1,0,12.0,1:32.944,1:32.508,,1281.0,6034.754115275085,92.944,92.50800000000001,,92.50800000000001,1.3200000000000074,2008,3,0.0,16,0.0
56,20,21,10,21,18.0,12,12,12,0.0,56,\N,\N,56,11,1:35.057,204.963,11,0,18.0,1:33.501,,,1714.0,6306.584355737974,93.501,,,93.501,2.3130000000000024,2008,3,0.0,15,0.0
57,20,1,1,22,3.0,13,13,13,0.0,56,\N,\N,25,19,1:35.520,203.969,11,0,3.0,1:32.750,1:31.922,1:33.292,1832.0,6856.764675505478,92.75,91.922,93.292,91.922,0.7339999999999947,2008,3,14.0,1,1.0
58,20,6,3,8,16.0,14,14,14,0.0,56,\N,\N,30,17,1:35.433,204.155,11,0,16.0,1:33.386,1:32.943,,2497.0,5806.242878792831,93.386,92.943,,92.943,1.7549999999999955,2008,3,3.0,9,0.0
59,20,7,5,14,15.0,15,15,15,0.0,56,\N,\N,33,15,1:35.333,204.369,11,0,15.0,1:33.415,1:32.915,,2222.0,6486.412039619999,93.41499999999999,92.91499999999999,,92.91499999999999,1.7269999999999897,2008,3,2.0,10,0.0
60,20,19,8,19,21.0,16,16,16,0.0,56,\N,\N,45,14,1:35.324,204.389,11,0,21.0,1:34.140,,,2906.0,6316.15198958349,94.14,,,94.14,2.951999999999998,2008,3,0.0,17,0.0
61,20,11,8,18,22.0,17,17,17,0.0,56,\N,\N,56,20,1:35.891,203.18,11,0,22.0,1:35.725,,,2965.5,6332.772712915057,95.725,,,95.725,4.536999999999992,2008,3,0.0,18,0.0
62,20,14,9,9,17.0,18,18,18,0.0,56,\N,\N,43,16,1:35.351,204.331,11,0,17.0,1:33.433,,,2175.0,7880.543269867043,93.43299999999999,,,93.43299999999999,2.2449999999999903,2008,3,0.0,12,0.0
63,20,16,10,20,20.0,19,19,19,0.0,56,\N,\N,55,18,1:35.442,204.136,12,0,20.0,1:33.845,,,2202.0,10529.250259552333,93.845,,,93.845,2.6569999999999965,2008,3,0.0,20,0.0
64,20,12,4,6,14.0,\N,R,20,0.0,40,\N,\N,31,12,1:35.129,204.808,6,0,14.0,1:32.975,1:32.790,,1687.0,10643.93952128122,92.975,92.78999999999999,,92.78999999999999,1.6019999999999897,2008,3,0.0,14,0.0
65,20,18,11,16,9.0,\N,R,21,0.0,19,\N,\N,11,21,1:36.125,202.686,4,0,9.0,1:32.793,1:32.362,1:35.057,1634.0,13958.120957797815,92.793,92.362,95.057,92.362,1.1739999999999924,2008,3,0.0,13,0.0
66,20,20,5,15,19.0,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,5,0,19.0,1:33.562,,,,,93.562,,,93.562,2.3739999999999952,2008,3,0.0,20,0.0
67,21,8,6,1,1.0,1,1,1,10.0,66,1:38:19.051,5899051,46,1,1:21.670,205.191,1,1,1.0,1:20.701,1:20.784,1:21.813,0.0,3053.1533346822894,80.701,80.78399999999999,81.813,80.701,0.11699999999999022,2008,4,19.0,1,1.0
68,21,13,6,2,3.0,2,2,2,8.0,66,+3.228,5902279,45,2,1:21.801,204.863,1,1,3.0,1:21.528,1:20.584,1:22.058,134.5,4985.736411203932,81.52799999999999,80.584,82.05799999999999,80.584,0.0,2008,4,10.0,6,1.0
69,21,1,1,22,5.0,3,3,3,6.0,66,+4.187,5903238,20,3,1:22.017,204.323,1,1,5.0,1:21.366,1:20.825,1:22.096,306.5,3716.048231487484,81.366,80.825,82.096,80.825,0.24099999999999966,2008,4,14.0,3,1.0
70,21,9,2,4,4.0,4,4,4,5.0,66,+5.694,5904745,20,4,1:22.106,204.102,1,0,4.0,1:21.423,1:20.597,1:22.065,417.0,3615.2192081316207,81.423,80.59700000000001,82.065,80.59700000000001,0.01300000000000523,2008,4,14.0,4,0.0
71,21,17,9,10,7.0,5,5,5,4.0,66,+35.938,5934989,19,8,1:22.564,202.969,1,0,7.0,1:21.494,1:20.984,1:22.429,937.5,9888.637328739858,81.494,80.98400000000001,82.429,80.98400000000001,0.4000000000000057,2008,4,4.0,10,0.0
72,21,18,11,16,13.0,6,6,6,3.0,66,+53.010,5952061,66,5,1:22.353,203.489,1,0,13.0,1:21.757,1:21.211,,1863.0,9551.939584155007,81.757,81.211,,81.211,0.6269999999999953,2008,4,0.0,15,0.0
73,21,6,3,8,12.0,7,7,7,2.0,66,+58.244,5957295,48,15,1:23.549,200.576,1,0,12.0,1:21.690,1:21.117,,1869.5,9544.967261718226,81.69,81.117,,81.117,0.5330000000000013,2008,4,3.0,11,0.0
74,21,15,7,11,8.0,8,8,8,1.0,66,+59.435,5958486,45,10,1:22.758,202.494,1,0,8.0,1:21.158,1:20.907,1:22.529,1135.5,10212.511781335486,81.158,80.907,82.529,80.907,0.3229999999999933,2008,4,8.0,7,0.0
75,21,2,2,3,9.0,9,9,9,0.0,66,+63.073,5962124,21,7,1:22.519,203.08,1,0,9.0,1:21.466,1:20.815,1:22.542,913.0,5665.7260325566995,81.46600000000001,80.815,82.542,80.815,0.23099999999999454,2008,4,16.0,2,0.0
76,21,21,10,21,19.0,10,10,10,0.0,65,\N,\N,40,14,1:23.439,200.841,11,0,19.0,1:22.516,,,2255.0,9743.544002115135,82.51599999999999,,,82.51599999999999,1.931999999999988,2008,4,0.0,18,0.0
77,21,10,7,12,14.0,11,11,11,0.0,65,\N,\N,57,12,1:23.007,201.886,11,0,14.0,1:21.427,1:21.230,,2115.0,10266.732506480112,81.42699999999999,81.23,,81.23,0.6460000000000008,2008,4,0.0,14,0.0
78,21,14,9,9,17.0,12,12,12,0.0,65,\N,\N,57,11,1:22.842,202.288,11,0,17.0,1:21.810,,,2346.0,11054.782340405895,81.81,,,81.81,1.225999999999999,2008,4,0.0,13,0.0
79,21,11,8,18,22.0,13,13,13,0.0,65,\N,\N,34,17,1:24.617,198.045,11,0,22.0,1:23.496,,,3264.0,11685.78636063257,83.496,,,83.496,2.911999999999992,2008,4,0.0,20,0.0
80,21,3,3,7,15.0,\N,R,14,0.0,41,\N,\N,20,13,1:23.319,201.13,5,0,15.0,1:21.472,1:21.349,,1712.0,13206.756974755155,81.47200000000001,81.349,,81.349,0.7650000000000006,2008,4,7.0,8,0.0
81,21,4,4,5,2.0,\N,R,15,0.0,34,\N,\N,15,9,1:22.683,202.677,5,0,2.0,1:21.347,1:20.804,1:21.904,709.5,12169.268707165662,81.34700000000001,80.804,81.904,80.804,0.21999999999999886,2008,4,6.0,9,0.0
82,21,22,11,17,11.0,\N,R,16,0.0,34,\N,\N,21,16,1:23.858,199.837,4,0,11.0,1:21.548,1:21.049,,2065.5,5432.322555801282,81.548,81.049,,81.049,0.4650000000000034,2008,4,0.0,16,0.0
83,21,5,1,23,6.0,\N,R,17,0.0,21,\N,\N,19,6,1:22.453,203.243,3,0,6.0,1:21.430,1:20.817,1:22.231,779.0,2098.9615130662432,81.43,80.81700000000001,82.231,80.81700000000001,0.2330000000000041,2008,4,14.0,5,0.0
84,21,19,8,19,21.0,\N,R,18,0.0,8,\N,\N,6,20,1:26.864,192.922,21,0,21.0,1:23.318,,,4061.5,9261.573353493608,83.318,,,83.318,2.7339999999999947,2008,4,0.0,19,0.0
85,21,7,5,14,16.0,\N,R,19,0.0,7,\N,\N,6,19,1:25.999,194.862,4,0,16.0,1:21.540,1:21.724,,-326.5,12812.216891181115,81.53999999999999,81.724,,81.53999999999999,0.9559999999999889,2008,4,2.0,12,0.0
86,21,12,4,6,10.0,\N,R,20,0.0,6,\N,\N,6,18,1:25.444,196.128,4,0,10.0,1:21.409,1:20.894,1:22.699,2464.0,6815.860112023036,81.40899999999999,80.894,82.699,80.894,0.3100000000000023,2008,4,0.0,17,0.0
87,21,16,10,20,20.0,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,4,0,20.0,1:23.224,,,,,83.224,,,83.224,2.6400000000000006,2008,4,0.0,21,0.0
88,21,20,5,15,18.0,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,4,0,18.0,1:22.108,,,,,82.108,,,82.108,1.524000000000001,2008,4,0.0,20,0.0
89,22,13,6,2,1.0,1,1,1,10.0,58,1:26:49.451,5209451,16,3,1:26.666,221.734,1,1,1.0,1:25.994,1:26.192,1:27.617,0.0,4401.31290963204,85.994,86.19200000000001,87.617,85.994,0.0,2008,5,18.0,4,1.0
90,22,1,1,22,3.0,2,2,2,8.0,58,+3.779,5213230,31,2,1:26.529,222.085,1,1,3.0,1:26.192,1:26.477,1:27.923,0.0,4852.817177981869,86.19200000000001,86.477,87.923,86.19200000000001,0.1980000000000075,2008,5,20.0,2,1.0
91,22,8,6,1,4.0,3,3,3,6.0,58,+4.271,5213722,20,1,1:26.506,222.144,1,1,4.0,1:26.457,1:26.050,1:27.936,191.5,4395.389342707502,86.457,86.05,87.936,86.05,0.055999999999997385,2008,5,29.0,1,2.0
92,22,9,2,4,5.0,4,4,4,5.0,58,+21.945,5231396,17,4,1:26.780,221.442,1,0,5.0,1:26.761,1:26.129,1:28.390,438.5,4601.693533075982,86.761,86.129,88.39,86.129,0.13500000000000512,2008,5,19.0,3,0.0
93,22,2,2,3,9.0,5,5,5,4.0,58,+38.741,5248192,20,5,1:27.219,220.328,1,0,9.0,1:27.107,1:27.607,1:28.882,882.0,4500.617546286636,87.107,87.607,88.882,87.107,1.1129999999999995,2008,5,16.0,5,0.0
94,22,4,4,5,7.0,6,6,6,3.0,58,+53.724,5263175,57,6,1:27.280,220.174,1,0,7.0,1:26.836,1:26.522,1:28.422,936.5,4650.917572369219,86.836,86.52199999999999,88.422,86.52199999999999,0.5279999999999916,2008,5,6.0,10,0.0
95,22,17,9,10,6.0,7,7,7,2.0,58,+64.229,5273680,14,7,1:27.630,219.294,1,0,6.0,1:26.773,1:26.466,1:28.417,1177.5,4714.752209133257,86.773,86.46600000000001,88.417,86.46600000000001,0.4720000000000084,2008,5,8.0,8,0.0
96,22,3,3,7,11.0,8,8,8,1.0,58,+71.406,5280857,55,9,1:27.795,218.882,1,0,11.0,1:27.367,1:27.012,,1424.5,4830.320176662663,87.367,87.012,,87.012,1.0180000000000007,2008,5,7.0,9,0.0
97,22,14,9,9,10.0,9,9,9,0.0,58,+75.270,5284721,41,12,1:27.966,218.457,1,0,10.0,1:26.939,1:26.520,1:29.959,1588.0,4604.183548164707,86.939,86.52,89.959,86.52,0.5259999999999962,2008,5,0.0,15,0.0
98,22,15,7,11,8.0,10,10,10,0.0,58,+76.344,5285795,52,11,1:27.926,218.556,1,0,8.0,1:26.695,1:26.822,1:28.836,1607.0,4704.299517375917,86.695,86.822,88.836,86.695,0.7009999999999934,2008,5,9.0,7,0.0
99,22,18,11,16,13.0,11,11,11,0.0,57,\N,\N,57,13,1:27.998,218.377,11,0,13.0,1:27.428,1:27.298,,2259.0,4063.881596417303,87.428,87.298,,87.298,1.304000000000002,2008,5,3.0,12,0.0
100,22,5,1,23,2.0,12,12,12,0.0,57,\N,\N,55,8,1:27.640,219.269,11,0,2.0,1:26.736,1:26.290,1:27.808,1358.0,5550.681607708227,86.736,86.28999999999999,87.80799999999999,86.28999999999999,0.29599999999999227,2008,5,14.0,6,0.0
101,22,10,7,12,15.0,13,13,13,0.0,57,\N,\N,28,16,1:28.303,217.623,11,0,15.0,1:26.614,1:27.806,,2365.0,4222.309675401304,86.614,87.806,,86.614,0.6200000000000045,2008,5,0.0,14,0.0
102,22,22,11,17,12.0,14,14,14,0.0,57,\N,\N,56,14,1:28.017,218.33,11,0,12.0,1:27.355,1:27.219,,2403.0,4334.889694289133,87.355,87.219,,87.219,1.2249999999999943,2008,5,0.0,17,0.0
103,22,12,4,6,17.0,15,15,15,0.0,57,\N,\N,40,10,1:27.867,218.703,11,0,17.0,1:27.568,,,1977.0,5023.993562911425,87.568,,,87.568,1.573999999999998,2008,5,0.0,18,0.0
104,22,16,10,20,19.0,16,16,16,0.0,57,\N,\N,35,18,1:28.780,216.454,11,0,20.0,1:28.325,,,2752.0,5056.53624190158,88.325,,,88.325,2.331000000000003,2008,5,0.0,21,0.0
105,22,20,5,15,14.0,17,17,17,0.0,57,\N,\N,38,15,1:28.180,217.926,11,0,14.0,1:27.442,1:27.412,,2384.0,6459.336658971636,87.44200000000001,87.412,,87.412,1.4180000000000064,2008,5,0.0,20,0.0
106,22,7,5,14,18.0,\N,R,18,0.0,24,\N,\N,19,17,1:28.745,216.539,22,0,18.0,1:27.621,,,2679.0,8698.164800192299,87.621,,,87.621,1.6269999999999953,2008,5,2.0,13,0.0
107,22,6,3,8,16.0,\N,R,19,0.0,1,\N,\N,\N,\N,\N,\N,4,0,16.0,1:27.547,,,38676.0,0.0,87.547,,,87.547,1.5529999999999973,2008,5,5.0,11,0.0
108,22,21,10,21,20.0,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4,0,19.0,1:27.807,,,,,87.807,,,87.807,1.8130000000000024,2008,5,0.0,16,0.0
109,23,1,1,22,3.0,1,1,1,10.0,76,2:00:42.742,7242742,71,6,1:18.510,153.152,1,1,3.0,1:15.582,1:15.322,1:15.839,0.0,4895.033240519361,75.582,75.322,75.839,75.322,0.2120000000000033,2008,6,28.0,3,1.0
110,23,9,2,4,5.0,2,2,2,8.0,76,+3.064,7245806,75,5,1:17.933,154.286,1,1,5.0,1:15.977,1:15.483,1:16.171,137.0,5115.196074494731,75.977,75.483,76.17099999999999,75.483,0.37300000000000466,2008,6,24.0,4,0.0
111,23,13,6,2,1.0,3,3,3,6.0,76,+4.811,7247553,76,4,1:17.886,154.379,1,1,1.0,1:15.190,1:15.110,1:15.787,0.0,5508.4092336730055,75.19,75.11,75.787,75.11,0.0,2008,6,28.0,2,2.0
112,23,17,9,10,9.0,4,4,4,5.0,76,+19.295,7262037,74,8,1:19.036,152.133,1,0,9.0,1:16.074,1:15.745,1:17.343,1539.5,12768.872329085729,76.074,75.745,77.343,75.745,0.6350000000000051,2008,6,10.0,7,0.0
113,23,20,5,15,19.0,5,5,5,4.0,76,+24.657,7267399,74,7,1:18.787,152.614,1,0,18.0,1:16.955,,,2477.0,12833.798294826078,76.955,,,76.955,1.8449999999999989,2008,6,0.0,22,0.0
114,23,22,11,17,14.0,6,6,6,3.0,76,+28.408,7271150,75,9,1:19.574,151.104,1,0,15.0,1:16.208,1:16.537,,2574.0,12356.481739166327,76.208,76.537,,76.208,1.097999999999999,2008,6,0.0,17,0.0
